title,category,date,longitude,latitude
"POMAS Wildfire, Chelan, Washington",Wildfires,2025-06-13T15:55:00Z,-120.723083,48.091433
"VANSYCLE CANYON Wildfire, Walla Walla, Washington",Wildfires,2025-06-13T02:35:00Z,-118.82,46.0330556
"Gyetta South RX Prescribed Fire, Yavapai, Arizona",Wildfires,2025-06-12T18:22:00Z,-111.988449,34.37424
"BUCK Wildfire, Catron, New Mexico",Wildfires,2025-06-12T11:42:00Z,-108.21086,33.59564
"Trout Wildfire, Grant, New Mexico",Wildfires,2025-06-12T10:51:00Z,-108.232667,32.979417
"VANSYCLE CANYON Wildfire, Walla Walla, Washington",Wildfires,2025-06-12T10:45:00Z,-118.818667,46.029694
"0262 FERRY Wildfire, Sherman, Oregon",Wildfires,2025-06-12T02:36:00Z,-120.511167,45.442333
"France Canyon Wildfire, Garfield, Utah",Wildfires,2025-06-11T20:21:00Z,-112.381833,37.548333
"Rosencrans Wildfire, Lincoln, Nevada",Wildfires,2025-06-11T16:57:00Z,-114.223668,38.409203
"ROWENA Wildfire, Wasco, Oregon",Wildfires,2025-06-11T16:45:00Z,-121.2892,45.6793
"Ollie Roberts Road- Hardee Wildfire, Hardee, Florida",Wildfires,2025-06-11T16:11:00Z,-81.9958333,27.6380556
"Burnt Canyon Wildfire, Lincoln, Nevada",Wildfires,2025-06-11T16:09:00Z,-114.197867,38.296972
"Dunes Wildfire, Washington, Idaho",Wildfires,2025-06-03T17:46:00Z,-117.204583,44.28555
"Holly Springs IU 36 1 34 1 RX Prescribed Fire, Marshall, Mississippi",Wildfires,2025-06-03T11:47:00Z,-89.3482,34.7437
"OKR Blackjack Island Rx 0603 Prescribed Fire, Ware, Georgia",Wildfires,2025-06-03T08:16:00Z,-82.310433,30.654383
"Banana Lake Wildfire, Sanders, Montana",Wildfires,2025-05-31T20:25:00Z,-114.8405,47.514617
"SNF E Hamilton C-55 RX Prescribed Fire, Shelby, Texas",Wildfires,2025-05-30T12:55:00Z,-93.908417,31.619583
"RA 2 PAYETTE CO ASHLOCK Wildfire, Payette, Idaho",Wildfires,2025-05-29T18:50:00Z,-116.874085,43.894257
"BAR Camp Bowie Rx Prescribed Fire, Brown, Texas",Wildfires,2025-05-29T11:12:00Z,-98.947678,31.651263
"Perchman Wildfire, Putnam, Florida",Wildfires,2025-05-27T14:20:00Z,-81.720617,29.4605
"Paradise Wildfire, Catron, New Mexico",Wildfires,2025-05-26T21:30:00Z,-108.45813,34.15964
"NEW WALES (53) Wildfire, Polk, Florida",Wildfires,2025-05-26T16:53:00Z,-82.0055556,27.7786111
"Wood Wildfire, Highlands, Florida",Wildfires,2025-05-26T10:57:00Z,-81.18388,27.63524
"BUTTE CREEK Wildfire, Wheeler, Oregon",Wildfires,2025-05-25T18:44:00Z,-120.47939,45.06103
"CAMP Wildfire, Lincoln, New Mexico",Wildfires,2025-05-25T18:21:00Z,-105.54944,33.48351
"Kathul Wildfire, Southeast Fairbanks, Alaska",Wildfires,2025-05-25T12:35:00Z,-142.19,65.33
"Sandy Wildfire, Monroe, Florida",Wildfires,2025-05-24T20:55:00Z,-81.012333,25.6965
"dinwoodie Wildfire, Mountrail, North Dakota",Wildfires,2025-05-24T19:15:00Z,-102.471636,47.971759
"dinwoodie Wildfire, McKenzie, North Dakota",Wildfires,2025-05-24T09:34:00Z,-102.920559,48.052528
"dinwoodie Wildfire, Mountrail, North Dakota",Wildfires,2025-05-23T21:41:00Z,-102.471636,47.971759
"Rx Trinity 2730 Prescribed Fire, Trinity, Texas",Wildfires,2025-05-23T15:25:00Z,-94.9214,31.3104
"RX Compartment 113 East Prescribed Fire, Jasper, Georgia",Wildfires,2025-05-23T14:29:00Z,-83.701933,33.1714
"INN Wildfire, Mono, California",Wildfires,2025-05-22T19:07:00Z,-119.154717,38.004533
"CODY Wildfire, Pinal, Arizona",Wildfires,2025-05-21T19:06:00Z,-110.738667,32.5855
"Broadway Wildfire, La Paz, Arizona",Wildfires,2025-05-21T17:51:00Z,-114.709267,33.4004
"SNF Hawthorne C 51-52 RX Prescribed Fire, San Augustine, Texas",Wildfires,2025-05-21T10:29:00Z,-94.093833,31.598917
"FD2505120020 Wildfire, Grant, North Dakota",Wildfires,2025-05-19T17:26:00Z,-101.775204,46.60307
"Homochitto BB 67 68 RX Prescribed Fire, Wilkinson, Mississippi",Wildfires,2025-05-19T15:41:00Z,-91.244,31.272
"RX Kent 2681 Prescribed Fire, Kent, Texas",Wildfires,2025-05-19T13:07:00Z,-100.9985,33.14225025
"DeSoto BB 7255 North GFP RX Prescribed Fire, Harrison, Mississippi",Wildfires,2025-05-19T11:58:00Z,-88.957583,30.5882
"Rx San Augustine 2664 Prescribed Fire, San Augustine, Texas",Wildfires,2025-05-19T11:14:00Z,-94.13913,31.19551
"Democrat Wildfire, Kern, California",Wildfires,2025-05-18T18:49:00Z,-118.710667,35.480433
"APQ Delta Prairie Rx 0517 Prescribed Fire, Highlands, Florida",Wildfires,2025-05-17T08:00:00Z,-81.3247,27.6377
"Bluff Creek Wildfire, Jackson, Mississippi",Wildfires,2025-05-16T13:53:00Z,-88.85055,30.678683
"Homochitto BB45sub1 and Pockets of Sub2 RX Prescribed Fire, Franklin, Mississippi",Wildfires,2025-05-16T09:36:00Z,-91.067,31.388
"RX Mason Valley Fishponds Prescribed Fire, Lyon, Nevada",Wildfires,2025-05-15T19:12:00Z,-119.100164,39.088992
"APQ Rec Area 4 Rx 0515 Prescribed Fire, Highlands, Florida",Wildfires,2025-05-15T08:14:00Z,-81.297082,27.634061
"APQ Rec Area 4 Rx 0514 Prescribed Fire, Highlands, Florida",Wildfires,2025-05-14T17:51:00Z,-81.290583,27.640992
"ACRES Wildfire, Madera, California",Wildfires,2025-05-14T17:34:00Z,-120.018779,37.08052
"Greer Wildfire, Apache, Arizona",Wildfires,2025-05-13T14:30:00Z,-109.4535,34.022333
"Karymsky Volcano, Russia",Volcanoes,2025-05-11T00:00:00Z,159.443,54.049
"rx-63 Wildfire, Burnett, Wisconsin",Wildfires,2025-05-07T09:30:00Z,-92.5959831,45.8489653
"RX DRAKE RANCH SW Wildfire, Murray, Oklahoma",Wildfires,2025-05-07T09:27:00Z,-97.1009,34.5366
"RX DRAKE RANCH Wildfire, Pottawatomie, Oklahoma",Wildfires,2025-05-07T09:19:00Z,-97.0822,34.9452
"RX PENNER RANCH Wildfire, Murray, Oklahoma",Wildfires,2025-05-07T09:17:00Z,-96.8809,34.3904
"OP-1 Wildfire, Polk, Florida",Wildfires,2025-05-06T14:15:00Z,-81.269333,27.691167
"Darrynane Lake RX Wildfire, Stafford, Kansas",Wildfires,2025-05-05T13:13:00Z,-98.475833,38.135833
"Rx Polk 2488 Wildfire, Polk, Texas",Wildfires,2025-05-05T12:18:00Z,-94.995,30.79333333
"Holly Springs IU 98 sub 1 RX Wildfire, Lafayette, Mississippi",Wildfires,2025-05-05T11:39:00Z,-89.3419,34.3912
"Walden RX Wildfire, Pope, Minnesota",Wildfires,2025-05-05T10:19:00Z,-95.7197,45.5388
"Pouch Point Wildfire, Mountrail, North Dakota",Wildfires,2025-05-05T10:01:00Z,-102.411944,47.820556
"RX CALE C-25 Wildfire, Rapides, Louisiana",Wildfires,2025-05-05T09:34:00Z,-92.6565,31.21625
"RX KIS C-64 Wildfire, Natchitoches, Louisiana",Wildfires,2025-05-05T09:01:00Z,-93.100833,31.393056
"Iron Wildfire, Catron, New Mexico",Wildfires,2025-05-04T14:31:00Z,-108.554967,33.35625
"Whelan Lake Block 1&amp; 2 RX Wildfire, Mason, Michigan",Wildfires,2025-05-03T09:05:00Z,-86.119533,43.906217
"Sunset RD Wildfire, Brunswick, North Carolina",Wildfires,2025-05-02T20:43:00Z,-78.0778333,34.0228333
"Rx Polk 2469 Wildfire, Polk, Texas",Wildfires,2025-05-02T12:12:00Z,-94.99361111,30.79611111
"Salt Creek Rx Wildfire, Box Elder, Utah",Wildfires,2025-05-02T09:51:00Z,-112.2465,41.634483
"Sawlog Wildfire, Beaverhead, Montana",Wildfires,2025-05-01T17:21:00Z,-113.252778,45.828153
"American Creek RX Wildfire, Lyman, South Dakota",Wildfires,2025-05-01T14:43:00Z,-100.165333,44.082867
"Homochitto BB 45 Sub 1 2 RX Wildfire, Franklin, Mississippi",Wildfires,2025-04-30T09:48:00Z,-91.065,31.389
"Chickasawhay CPT 356 RX Wildfire, Jones, Mississippi",Wildfires,2025-04-30T09:35:00Z,-88.9543,31.5353
"DeSoto BB 7203 East RX Wildfire, Perry, Mississippi",Wildfires,2025-04-29T11:15:00Z,-88.900278,30.948889
"Homochitto BB 36 S Sub 5 RX Wildfire, Wilkinson, Mississippi",Wildfires,2025-04-29T10:13:00Z,-91.157,31.296
"RX CAT C-32-33-34 Wildfire, Grant, Louisiana",Wildfires,2025-04-29T09:47:00Z,-92.446146,31.675884
"RX KIS C-24-25 Wildfire, Natchitoches, Louisiana",Wildfires,2025-04-29T09:17:00Z,-93.058133,31.49885
"RX CALE C-49 Wildfire, Rapides, Louisiana",Wildfires,2025-04-29T09:16:00Z,-92.5549,31.0907
"ANF Guidrey C 65 RX Wildfire, Angelina, Texas",Wildfires,2025-04-29T09:11:00Z,-94.32345,31.140417
"Horse Heaven Rx Wildfire, Wythe, Virginia",Wildfires,2025-04-29T07:36:00Z,-81.152033,36.777967
"rx-Lapham Good Oak 2025 Wildfire, Waukesha, Wisconsin",Wildfires,2025-04-28T17:41:00Z,-88.3992015,43.0403647
"Rainbow Gulch RX Wildfire, El Paso, Colorado",Wildfires,2025-04-28T17:07:00Z,-105.00087,38.977571
